rank,finalWorth,category,personName,age,country,source,industries,selfMade,gender,gross_tertiary_education_enrollment,life_expectancy_country,gdp_country,population_country
1905,1500,Diversified,Hamdi Akin & family,68.0,Turkey,Diversified,Diversified,True,M,23.9,77.4,"$754,411,708,203 ",83429615.0
1905,1500,Manufacturing,Nerio Alessandri,61.0,Italy,Gym equipment,Manufacturing,True,M,61.9,82.9,"$2,001,244,392,042 ",60297396.0
1905,1500,Diversified,Alexandra Andresen,26.0,Norway,Investments,Diversified,False,F,82.0,82.8,"$403,336,363,636 ",5347896.0
1905,1500,Diversified,Katharina Andresen,27.0,Norway,Investments,Diversified,False,F,82.0,82.8,"$403,336,363,636 ",5347896.0
1905,1500,Diversified,Patricia Angelini Rossi,68.0,Chile,"Forestry, mining",Diversified,False,F,88.5,80.0,"$282,318,159,745 ",18952038.0
1905,1500,Healthcare,Mori Arkin,70.0,Israel,Pharmaceuticals,Healthcare,True,M,63.4,82.8,"$395,098,666,122 ",9053300.0
1905,1500,Fashion & Retail,Barbara Benetton,53.0,Italy,"Fashion retail, investments",Fashion,False,F,61.9,82.9,"$2,001,244,392,042 ",60297396.0
1905,1500,Metals & Mining,Angela Bennett,79.0,Australia,Mining,Mining,False,F,113.1,82.7,"$1,392,680,589,329 ",25766605.0
1905,1500,Diversified,Zadik Bino & family,79.0,Israel,"Banking, oil",Diversified,True,M,63.4,82.8,"$395,098,666,122 ",9053300.0
1905,1500,Fashion & Retail,Paolo Bulgari,85.0,Italy,Luxury goods,Fashion,False,M,61.9,82.9,"$2,001,244,392,042 ",60297396.0
1905,1500,Food & Beverage,Saket Burman,46.0,United Arab Emirates,Consumer goods,Food,False,M,36.8,77.8,"$421,142,267,938 ",9770529.0
1905,1500,Diversified,Ahmet Calik,65.0,Turkey,"Energy, banking, construction",Diversified,True,M,23.9,77.4,"$754,411,708,203 ",83429615.0
1905,1500,Technology,Safra Catz,61.0,United States,Software,Technology,True,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Manufacturing,Chu Jian,60.0,China,Manufacturing,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Diversified,Sandor Csanyi,70.0,Hungary,"Finance, real estate",Diversified,True,M,48.5,75.8,"$160,967,157,504 ",9769949.0
1905,1500,Finance & Investments,Ana Lucia de Mattos Barretto Villela,49.0,Brazil,Banking,Finance,False,F,51.3,75.7,"$1,839,758,040,766 ",212559417.0
1905,1500,Manufacturing,Federico De Nora,55.0,Italy,Electrodes,Manufacturing,False,M,61.9,82.9,"$2,001,244,392,042 ",60297396.0
1905,1500,Technology,Bharat Desai,70.0,United States,IT consulting,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Diversified,Mohammed Dewji,47.0,Tanzania,Diversified,Diversified,False,M,4.0,65.0,"$63,177,068,175 ",58005463.0
1905,1500,Finance & Investments,Egon Durban,49.0,United States,Private equity,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Manufacturing,Fu Mingkang & family,60.0,China,Manufacturing,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Media & Entertainment,Alan Gerry,94.0,United States,Cable television,Entertainment,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Fashion & Retail,Philippe Ginestet & family,69.0,France,Retail stores,Fashion,True,M,65.6,82.5,"$2,715,518,274,227 ",67059887.0
1905,1500,Logistics,G. Gnanalingam,78.0,Malaysia,Ports,Logistics,True,M,45.1,76.0,"$364,701,517,788 ",32447385.0
1905,1500,Fashion & Retail,Esther Grether,87.0,Switzerland,Art collection,Fashion,False,F,59.6,83.6,"$703,082,435,360 ",8574832.0
1905,1500,Manufacturing,Wei Gu,58.0,China,Consumer electronics,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Technology,Patrick Hanrahan,67.0,United States,Software,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Finance & Investments,Kenneth Hao,54.0,United States,Private equity,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Finance & Investments,Jaroslav Hascak & family,53.0,Slovakia,Investments,Finance,True,M,46.6,77.2,"$105,422,304,976 ",5454073.0
1905,1500,Manufacturing,He Zhenggang,69.0,China,Chemicals,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Real Estate,Niranjan Hiranandani,73.0,India,Real estate,Real Estate,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
1905,1500,Finance & Investments,Ho Hung Anh,52.0,Vietnam,"Consumer products, banking",Finance,True,M,28.5,75.3,"$261,921,244,843 ",96462106.0
1905,1500,Media & Entertainment,Peter Jackson,61.0,New Zealand,"Movies, digital effects",Entertainment,True,M,82.0,81.9,"$206,928,765,544 ",4841000.0
1905,1500,Finance & Investments,Stephen Jarislowsky,97.0,Canada,Money management,Finance,True,M,68.9,81.9,"$1,736,425,629,520 ",36991981.0
1905,1500,Healthcare,Rajeev Juneja,57.0,India,Phamaceuticals,Healthcare,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
1905,1500,Healthcare,Ramesh Juneja,67.0,India,Pharmaceuticals,Healthcare,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
1905,1500,Diversified,Ke Xiping & family,62.0,China,Investments,Diversified,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Diversified,Kim Jun-ki,78.0,Republic of Korea,Diversified,Diversified,True,M,94.3,82.6,"$2,029,000,000,000 ",51709098.0
1905,1500,Fashion & Retail,Sidney Kimmel,95.0,United States,Retail,Fashion,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Food & Beverage,Jim Koch,73.0,United States,Beer,Food,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Real Estate,Raj Kumar,68.0,Singapore,"Real estate, hotels",Real Estate,True,M,84.8,83.1,"$372,062,527,489 ",5703569.0
1905,1500,Diversified,Spiro Latsis & family,76.0,Switzerland,"Banking, shipping",Diversified,False,M,59.6,83.6,"$703,082,435,360 ",8574832.0
1905,1500,Manufacturing,Peter Leibinger,56.0,Germany,Machine tools,Manufacturing,False,M,70.2,80.9,"$3,845,630,030,824 ",83132799.0
1905,1500,Manufacturing,Regine Leibinger,60.0,Germany,Machine tools,Manufacturing,False,F,70.2,80.9,"$3,845,630,030,824 ",83132799.0
1905,1500,Manufacturing,Nicola Leibinger-Kammueller,63.0,Germany,Manufacturing,Manufacturing,False,F,70.2,80.9,"$3,845,630,030,824 ",83132799.0
1905,1500,Manufacturing,Li Jianli,50.0,China,Lithium-ion battery cap,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Manufacturing,Li Jiaquan,59.0,China,Chemicals,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Fashion & Retail,Li Rucheng,71.0,China,Apparel,Fashion,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Manufacturing,Li Shui-po,66.0,China,Stainless steel products,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Manufacturing,Liu Xiucai & family,66.0,China,Chemicals,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Automotive,Lu Zhongfang,80.0,China,Education,Automotive,True,F,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Logistics,Lu Zongjun,59.0,China,Logistics,Logistics,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Diversified,Youssef Mansour,77.0,Egypt,Diversified,Diversified,True,M,35.2,71.8,"$303,175,127,598 ",100388073.0
1905,1500,Real Estate,Bruce Mathieson,79.0,Australia,Hotels,Real Estate,True,M,113.1,82.7,"$1,392,680,589,329 ",25766605.0
1905,1500,Diversified,Romano Minozzi,88.0,Italy,"Utilities, diversified",Diversified,True,M,61.9,82.9,"$2,001,244,392,042 ",60297396.0
1905,1500,Finance & Investments,Greg Mondre,48.0,United States,Private equity,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Fashion & Retail,Mario Moretti Polegato & family,70.0,Italy,Shoes,Fashion,True,M,61.9,82.9,"$2,001,244,392,042 ",60297396.0
1905,1500,Service,Robert Mouawad,78.0,Bahrain,Fine jewelry,Service,False,M,50.5,77.2,"$38,574,069,149 ",1501635.0
1905,1500,Logistics,Jerry Moyes & family,79.0,United States,Transportation,Logistics,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Technology,John Ocampo,63.0,United States,Semiconductors,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Diversified,Stefan Olsson,74.0,United Kingdom,Diversified,Diversified,False,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
1905,1500,Energy,Rubens Ometto Silveira Mello,73.0,Brazil,"Sugar, ethanol",Energy,False,M,51.3,75.7,"$1,839,758,040,766 ",212559417.0
1905,1500,Finance & Investments,Nelson Peltz,80.0,United States,Investments,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Construction & Engineering,David Penaloza Alanis,49.0,Mexico,Toll roads,Construction,False,M,40.2,75.0,"$1,258,286,717,125 ",126014024.0
1905,1500,Fashion & Retail,Karl-Johan Persson,48.0,Sweden,H&M,Fashion,False,M,67.0,82.5,"$530,832,908,738 ",10285453.0
1905,1500,Food & Beverage,Mike Repole,55.0,United States,Sports drink,Food,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Food & Beverage,Duke Reyes,66.0,United States,Beer distribution,Food,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Real Estate,Kishin RK,39.0,Singapore,"Real estate, hotels",Real Estate,False,M,84.8,83.1,"$372,062,527,489 ",5703569.0
1905,1500,Finance & Investments,Carlos Rodriguez-Pastor,63.0,Peru,Finance,Finance,False,M,70.7,76.5,"$226,848,050,820 ",32510453.0
1905,1500,Finance & Investments,Christopher Rokos,52.0,United Kingdom,Hedge fund,Finance,True,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
1905,1500,Service,John Ruiz,56.0,United States,Healthcare services,Service,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Technology,Sheryl Sandberg,53.0,United States,Facebook,Technology,True,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Automotive,Amnon Shashua,62.0,Israel,Automotive technology,Automotive,True,M,63.4,82.8,"$395,098,666,122 ",9053300.0
1905,1500,Media & Entertainment,Ben Silbermann,40.0,United States,Social media,Entertainment,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Fashion & Retail,Ron Sim,64.0,Singapore,retail,Fashion,True,M,84.8,83.1,"$372,062,527,489 ",5703569.0
1905,1500,Finance & Investments,Leonid Simanovsky,73.0,Russian Federation,Investments,Finance,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
1905,1500,Healthcare,Basudeo Singh,82.0,India,Pharmaceuticals,Healthcare,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
1905,1500,Technology,Frank Slootman,64.0,United States,Software,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Real Estate,Terry Snow,79.0,Australia,"Airports, real estate",Real Estate,True,M,113.1,82.7,"$1,392,680,589,329 ",25766605.0
1905,1500,Real Estate,Axel Stawski,72.0,United States,Real estate,Real Estate,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Finance & Investments,Thomas Steyer,65.0,United States,Hedge funds,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Fashion & Retail,Sergei Studennikov & family,56.0,Russian Federation,"Liquor stores, supermarkets",Fashion,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
1905,1500,Real Estate,Su Suyu & family,74.0,China,"Utilities, real estate",Real Estate,True,F,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Technology,Kevin Systrom,39.0,United States,Instagram,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Food & Beverage,Tang Binsen,40.0,China,Beverages,Food,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Manufacturing,Prachak Tangkaravakoon,79.0,Thailand,Paints,Manufacturing,True,M,49.3,76.9,"$543,649,976,166 ",69625582.0
1905,1500,Healthcare,Jeff Tangney,50.0,United States,Healthcare IT,Healthcare,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Fashion & Retail,Yuequn Tao,63.0,China,Contact Lens,Fashion,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Telecom,David Teoh,67.0,Australia,Telecom,Telecom,True,M,113.1,82.7,"$1,392,680,589,329 ",25766605.0
1905,1500,Automotive,Tran Ba Duong & family,63.0,Vietnam,Automotive,Automotive,True,M,28.5,75.3,"$261,921,244,843 ",96462106.0
1905,1500,Telecom,Kenny Troutt,75.0,United States,Telecom,Telecom,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Gambling & Casinos,Jens von Bahr,52.0,Sweden,Gambling products,Gambling,True,M,67.0,82.5,"$530,832,908,738 ",10285453.0
1905,1500,Healthcare,Wang Junmin,54.0,China,Pharmaceuticals,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Healthcare,Weng Xianding,61.0,China,Medical devices,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Energy,Farris Wilks,71.0,United States,Natural gas,Energy,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
1905,1500,Technology,Xiong Wu,47.0,China,Software,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Technology,Xu Zhihan,50.0,China,Electronics,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Food & Beverage,Tingdong Yang,62.0,China,Brewery,Food,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Service,Michael Minhong Yu,61.0,China,Education,Service,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Service,Zhang Bangxin,43.0,China,Education,Service,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
1905,1500,Fashion & Retail,Zhou Zongwen & family,66.0,China,Jewelry,Fashion,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Diversified,Antti Aarnio-Wihuri,83.0,Finland,Diversified,Diversified,False,M,88.2,81.7,"$268,761,201,365 ",5520314.0
2020,1400,Finance & Investments,Alberto Alcocer,80.0,Spain,Investments,Finance,True,M,88.9,83.3,"$1,394,116,310,769 ",47076781.0
2020,1400,Fashion & Retail,Nigel Austin,52.0,Australia,Retail,Fashion,True,M,113.1,82.7,"$1,392,680,589,329 ",25766605.0
2020,1400,Technology,Binny Bansal,40.0,Singapore,Flipkart,Technology,True,M,84.8,83.1,"$372,062,527,489 ",5703569.0
2020,1400,Healthcare,Girdhari Lal Bawri,75.0,India,Pharmaceuticals,Healthcare,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
2020,1400,Diversified,John Bloor,79.0,United Kingdom,"Real estate, manufacturing",Diversified,True,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
2020,1400,Energy,Vladimir Bogdanov,71.0,Russian Federation,Oil,Energy,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
2020,1400,Food & Beverage,Amit Burman,53.0,India,Consumer goods,Food,False,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
2020,1400,Metals & Mining,Cai Jianyong,52.0,China,Nickel,Mining,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Technology,Steve Case,64.0,United States,AOL,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Technology,Chen Wenyuan & family,55.0,China,Testing equipment,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Real Estate,Chua Thian Poh,74.0,Singapore,Real estate,Real Estate,True,M,84.8,83.1,"$372,062,527,489 ",5703569.0
2020,1400,Finance & Investments,Sasson Dayan & family,83.0,Brazil,Banking,Finance,True,M,51.3,75.7,"$1,839,758,040,766 ",212559417.0
2020,1400,Metals & Mining,Chris Ellison,65.0,Australia,Mining,Mining,True,M,113.1,82.7,"$1,392,680,589,329 ",25766605.0
2020,1400,Manufacturing,John Farber,97.0,United States,Chemicals,Manufacturing,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Finance & Investments,J. Christopher Flowers,65.0,United States,Investments,Finance,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Fashion & Retail,Reinold Geiger,75.0,Switzerland,Beauty products,Fashion,True,M,59.6,83.6,"$703,082,435,360 ",8574832.0
2020,1400,Technology,Ali Ghodsi,44.0,United States,Data analytics,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Diversified,Lance Gokongwei,55.0,Philippines,Diversified,Diversified,False,M,35.5,71.1,"$376,795,508,680 ",108116615.0
2020,1400,Food & Beverage,Guan Yihong,53.0,China,Restaurant,Food,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Manufacturing,Rajinder Gupta,64.0,India,"Textiles, paper",Manufacturing,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
2020,1400,Service,Torstein Hagen,80.0,Switzerland,Cruises,Service,True,M,59.6,83.6,"$703,082,435,360 ",8574832.0
2020,1400,Construction & Engineering,Ayman Hariri,44.0,France,"Construction, investments",Construction,False,M,65.6,82.5,"$2,715,518,274,227 ",67059887.0
2020,1400,Finance & Investments,Alfredo Harp Helu & family,79.0,Mexico,"Banking, investments",Finance,True,M,40.2,75.0,"$1,258,286,717,125 ",126014024.0
2020,1400,Automotive,He Xiaopeng,45.0,China,Electric vehicles,Automotive,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Fashion & Retail,Christoph Henkel,65.0,United Kingdom,Consumer goods,Fashion,False,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
2020,1400,Fashion & Retail,Daniel Hirschfeld,81.0,United States,Fashion retail,Fashion,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Technology,Drew Houston,40.0,United States,Cloud storage service,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Manufacturing,Huang Jinxiang & family,58.0,China,Chemicals,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Manufacturing,Rameshchandra Jain,74.0,India,Textiles,Manufacturing,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
2020,1400,Healthcare,Ke Zunhong & family,68.0,China,Pharmaceuticals,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Media & Entertainment,Kim Taek-jin,56.0,Republic of Korea,Online games,Entertainment,True,M,94.3,82.6,"$2,029,000,000,000 ",51709098.0
2020,1400,Real Estate,Koh Wee Meng,59.0,Singapore,"Real estate, hotels",Real Estate,True,M,84.8,83.1,"$372,062,527,489 ",5703569.0
2020,1400,Manufacturing,Sergei Kolesnikov,51.0,Russian Federation,Building materials,Manufacturing,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
2020,1400,Finance & Investments,Hemendra Kothari,76.0,India,Financial services,Finance,False,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
2020,1400,Finance & Investments,Sebastian Kulczyk,42.0,Switzerland,Diversified,Finance,False,M,59.6,83.6,"$703,082,435,360 ",8574832.0
2020,1400,Real Estate,Kwee Liong Keng,77.0,Singapore,Real estate,Real Estate,False,M,84.8,83.1,"$372,062,527,489 ",5703569.0
2020,1400,Real Estate,Kwee Liong Phing,65.0,Singapore,Real estate,Real Estate,False,M,84.8,83.1,"$372,062,527,489 ",5703569.0
2020,1400,Real Estate,Kwee Liong Seen,70.0,Singapore,Real estate,Real Estate,False,M,84.8,83.1,"$372,062,527,489 ",5703569.0
2020,1400,Real Estate,Kwee Liong Tek,76.0,Singapore,Real estate,Real Estate,False,M,84.8,83.1,"$372,062,527,489 ",5703569.0
2020,1400,Diversified,Kwek Leng Keow,71.0,Singapore,Diversified,Diversified,False,M,84.8,83.1,"$372,062,527,489 ",5703569.0
2020,1400,Diversified,Kwek Leng Peck,67.0,Singapore,Diversified,Diversified,False,M,84.8,83.1,"$372,062,527,489 ",5703569.0
2020,1400,Diversified,Lee Ho-jin,60.0,Republic of Korea,Diversified,Diversified,False,M,94.3,82.6,"$2,029,000,000,000 ",51709098.0
2020,1400,Finance & Investments,Michael Lee-Chin,72.0,Canada,Mutual funds,Finance,True,M,68.9,81.9,"$1,736,425,629,520 ",36991981.0
2020,1400,Fashion & Retail,Bernard Lewis & family,97.0,United Kingdom,Fashion retailer,Fashion,True,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
2020,1400,Automotive,William Li,48.0,China,Electric vehicles,Automotive,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Manufacturing,Jenny Lindén Urnes,52.0,Sweden,Powdered metal,Manufacturing,False,F,67.0,82.5,"$530,832,908,738 ",10285453.0
2020,1400,Healthcare,Liu Fangyi,53.0,China,Medical equipment,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Metals & Mining,Anatoly Lomakin,70.0,Russian Federation,Investments,Mining,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
2020,1400,Food & Beverage,Brandt Louie,79.0,Canada,Drugstores,Food,False,M,68.9,81.9,"$1,736,425,629,520 ",36991981.0
2020,1400,Diversified,Lucia Maggi & family,90.0,Brazil,Agribusiness,Diversified,True,F,51.3,75.7,"$1,839,758,040,766 ",212559417.0
2020,1400,Media & Entertainment,Gary Magness,69.0,United States,"Cable TV, investments",Entertainment,False,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Technology,Mao Lixiang & family,82.0,China,Cooking appliances,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Manufacturing,David McMurtry,82.0,United Kingdom,Manufacturing,Manufacturing,True,M,60.0,81.3,"$2,827,113,184,696 ",66834405.0
2020,1400,Manufacturing,Deepak Mehta,66.0,India,Chemicals,Manufacturing,False,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
2020,1400,Real Estate,Miao Shouliang,68.0,China,Real estate,Real Estate,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Healthcare,Miao Yongjun,55.0,China,Clinical diagnostics,Healthcare,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Real Estate,Yoshiko Mori,82.0,Japan,Real estate,Real Estate,False,F,63.2,84.2,"$5,081,769,542,380 ",126226568.0
2020,1400,Technology,Marius Nacht,57.0,Israel,Software,Technology,True,M,63.4,82.8,"$395,098,666,122 ",9053300.0
2020,1400,Metals & Mining,Vadim Novinsky,59.0,Ukraine,Steel,Mining,True,M,82.7,71.6,"$153,781,069,118 ",44385155.0
2020,1400,Finance & Investments,Niti Osathanugrah,49.0,Thailand,"Energy drinks,investments",Finance,False,M,49.3,76.9,"$543,649,976,166 ",69625582.0
2020,1400,Finance & Investments,Gretel Packer,57.0,Australia,Investments,Finance,False,F,113.1,82.7,"$1,392,680,589,329 ",25766605.0
2020,1400,Manufacturing,Pan Longquan,58.0,China,Manufacturing,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Real Estate,Pan Shiyi,60.0,China,Real estate,Real Estate,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Healthcare,David Paul,56.0,United States,Medical devices,Healthcare,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Fashion & Retail,Tom Persson,38.0,Sweden,H&M,Fashion,False,M,67.0,82.5,"$530,832,908,738 ",10285453.0
2020,1400,Automotive,Qian Jinghong,50.0,China,Electric scooters,Automotive,True,F,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Manufacturing,Qin Long,57.0,China,Tire,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Healthcare,M.Satyanarayana Reddy,65.0,India,Pharmaceuticals,Healthcare,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
2020,1400,Diversified,Mochtar Riady & family,93.0,Indonesia,Diversified,Diversified,True,M,36.3,71.5,"$1,119,190,780,753 ",270203917.0
2020,1400,Fashion & Retail,Rihanna,35.0,United States,"Music, cosmetics",Fashion,True,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Construction & Engineering,Boris Rotenberg,66.0,Russian Federation,"Construction, pipes, chemicals",Construction,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
2020,1400,Real Estate,Subhash Runwal,79.0,India,Real estate,Real Estate,True,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
2020,1400,Manufacturing,Igor Rybakov,50.0,Russian Federation,Building materials,Manufacturing,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
2020,1400,Healthcare,Carlos Sanchez,61.0,Brazil,Generic drugs,Healthcare,False,M,51.3,75.7,"$1,839,758,040,766 ",212559417.0
2020,1400,Real Estate,Martin Selig,85.0,United States,Real estate,Real Estate,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Energy,Airat Shaimiev,61.0,Russian Federation,"Refinery, chemicals",Energy,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
2020,1400,Energy,Radik Shaimiev,58.0,Russian Federation,"Refinery, chemicals",Energy,True,M,81.9,72.7,"$1,699,876,578,871 ",144373535.0
2020,1400,Fashion & Retail,Nobutoshi Shimamura,97.0,Japan,Retail,Fashion,True,M,63.2,84.2,"$5,081,769,542,380 ",126226568.0
2020,1400,Technology,Jared Smith,48.0,United States,Cloud computing,Technology,True,M,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Fashion & Retail,Charlotte Soderstrom,46.0,Sweden,H&M,Fashion,False,F,67.0,82.5,"$530,832,908,738 ",10285453.0
2020,1400,Healthcare,Anand Surana,52.0,India,Pharmaceuticals,Healthcare,False,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
2020,1400,Healthcare,Dilip Surana,57.0,India,Pharmaceuticals,Healthcare,False,M,28.1,69.4,"$2,611,000,000,000 ",1366417754.0
2020,1400,Finance & Investments,Wilma Tisch,95.0,United States,Diversified,Finance,False,F,88.2,78.5,"$21,427,700,000,000 ",328239523.0
2020,1400,Technology,Jianyi Wang,60.0,China,Fiber optic cables,Technology,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Logistics,Wang Jilei,58.0,China,Logistics,Logistics,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Manufacturing,Shuifu Wang,68.0,China,Manufacturing,Manufacturing,True,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Manufacturing,Wang Yanqing & family,76.0,China,Carbon fiber products,Manufacturing,False,F,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
2020,1400,Metals & Mining,Wang Zelong,26.0,China,Chemicals,Mining,False,M,50.6,77.0,"$19,910,000,000,000 ",1397715000.0
